mean_nni,median_nni,range_nni,mean_hr,max_hr,min_hr,nni_50,nni_20,csi,cvi,Modified_csi,lf_hf_ratio,total_power,vlf,encode
-2.6153245847168622,-1.9568957413387855,0.8602374853956514,3.0839437022445533,3.0971097940887113,0.854075450694789,4.693206843533584,3.7527767497325675,2.1561675557230995,4.635173815933587,657.8254450558175,1.0776813349163743,3072.622921866372,373.1650762641237,0
-1.433216136200317,-0.886551871477097,1.9368203109453264,1.7356402395885693,1.8254173835254306,-1.5160128007661533,6.635223468444034,3.7527767497325675,1.9690520775501363,4.807719324131409,700.2376627109243,0.36508924374178664,1843.7602718585788,16.280300848437516,0
-0.6400684301113411,-0.7534158091047771,1.72803949317431,0.8168688442625672,1.3677401834090643,-1.5160128007661533,8.577240093354483,3.7527767497325675,1.7047568694933655,4.813932223420296,568.1457802782381,0.47920383685196527,2841.1162187264563,146.50232187919812,0
0.14661966696934842,-0.01941567576263447,1.72803949317431,-0.050471339191168446,1.3677401834090643,-1.5160128007661533,6.635223468444034,3.7527767497325675,1.7763061899766983,4.793017803479355,589.9098468868417,0.716888570714668,4902.205947444261,327.62515045747557,0
0.8880905009920164,0.5937109272677936,2.249083794915889,-0.7583046452523895,1.3677401834090643,-2.189713783603486,8.577240093354483,3.7527767497325675,2.1061811376136856,4.885981771805849,847.6849339618385,0.8019955428507908,5279.360411490474,224.86993934581471,0
1.3273439135555476,1.2261072235363193,2.249083794915889,-1.167980159531168,1.3677401834090643,-2.189713783603486,8.577240093354483,4.618802153517006,2.2462453214318905,4.927160513300618,978.9624523935495,0.9257528264428536,3833.586152950069,71.20292923478772,0
1.3176545000431152,1.1893196273544953,2.249083794915889,-1.1580083325445085,1.3677401834090643,-2.189713783603486,10.519256718264932,4.618802153517006,1.9697810592604044,4.96341929900931,838.178632300892,1.7284685424632016,2623.455690932151,275.2201813432008,0
1.4048592216549913,1.1893196273544953,2.249083794915889,-1.2526791764907979,1.3677401834090643,-2.189713783603486,8.577240093354483,3.7527767497325675,2.2203783681427627,4.921677841725995,956.0473504952782,2.3891109466201645,2671.538164902438,574.4292457799849,0
1.7827463486397979,1.1893196273544953,1.8623854106965287,-1.722262891040305,0.5535822039256262,-2.189713783603486,8.577240093354483,3.7527767497325675,1.8086986063922441,4.845915994373666,644.1800980021914,1.5037681906442966,2731.190071489955,524.1326992137497,0
1.9428523719166308,1.1893196273544953,1.232411986639635,-1.9219205648575226,-0.6867719868823778,-2.189713783603486,6.635223468444034,3.7527767497325675,1.6918085708724946,4.785480372559988,543.5844410648315,0.9933301400521583,2973.284422081153,317.9714784612099,0
