Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time
2023-03-03 13:12:35.934,10,125554,99932,19141,25756,0.032,0.01,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:35.934,11,126916,100799,19299,25880,0.032,0.009,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:35.950,12,128409,101820,19460,25993,0.034,0.008,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:36.076,13,129832,102805,19591,26088,0.032,0.009,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:36.092,14,131103,103733,19701,26161,0.034,0.008,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:36.108,15,132181,104553,19733,26166,0.032,0.011,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:36.141,16,130949,103904,19298,25775,0.033,0.01,-1.024,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:36.175,17,124413,99746,18599,25227,0.033,0.01,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48184
2023-03-03 13:12:36.266,18,118187,94996,18226,24995,0.032,0.007,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.282,19,116620,93382,18222,25007,0.033,0.01,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.313,20,117547,93739,18358,25099,0.031,0.011,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.329,21,119033,94621,18499,25191,0.033,0.009,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.454,22,120451,95561,18608,25257,0.031,0.011,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.454,23,121196,96139,37510,47961,0.032,0.01,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.470,24,120998,96115,37392,47246,0.032,0.009,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.485,25,120795,95987,37378,47232,0.031,0.01,-1.027,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.532,26,121370,96357,37510,47308,0.033,0.014,-1.023,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.611,27,122612,97218,37815,47535,0.032,0.012,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.611,28,124174,98313,38205,47850,0.032,0.01,-1.027,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.690,29,125763,99456,38562,48167,0.034,0.011,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.690,30,127178,100499,38832,48348,0.033,0.011,-1.024,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.722,31,128434,101441,39020,48481,0.033,0.01,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.800,32,129106,102030,38865,48288,0.03,0.013,-1.024,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.800,33,125754,100051,37699,47376,0.032,0.013,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.879,34,118604,95051,36587,46588,0.033,0.012,-1.023,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.879,35,114482,91634,66353,92318,0.031,0.01,-1.027,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.957,36,114239,91151,69606,93971,0.032,0.011,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:36.957,37,115319,91773,70138,94368,0.032,0.012,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:37.039,38,116550,92612,70641,94749,0.032,0.013,-1.025,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:37.051,39,117734,93449,71166,95214,0.033,0.01,-1.024,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:37.114,40,118285,93881,71335,95432,0.033,0.008,-1.028,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:37.129,41,118246,93915,71240,95319,0.031,0.011,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:37.207,42,118440,94048,71372,95386,0.034,0.011,-1.024,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48185
2023-03-03 13:12:37.207,43,119378,94670,71900,95840,0.033,0.01,-1.026,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.285,44,120834,95672,72645,96443,0.033,0.009,-1.024,0,60,0,0,0,OTHER,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.301,45,122462,96839,73418,97083,0.034,0.008,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.318,46,124041,98002,74080,97611,0.033,0.01,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.395,47,125458,99074,76713,100763,0.032,0.009,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.395,48,126754,100092,77246,101206,0.034,0.007,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.474,49,126899,100357,76524,100604,0.031,0.008,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.474,50,122211,97497,73925,98622,0.033,0.008,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.552,51,115494,92603,72067,97411,0.033,0.006,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.568,52,112776,90171,71762,97316,0.033,0.006,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.640,53,113218,90177,72234,97685,0.032,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.646,54,114434,90896,72790,98100,0.032,0.007,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.725,55,115746,91768,73376,98557,0.032,0.005,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.725,56,116860,92556,73723,98819,0.032,0.003,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.809,57,117198,92874,73666,98736,0.032,0.005,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.819,58,117158,92926,73588,98631,0.031,0.006,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.899,59,117607,93255,73838,98799,0.031,0.006,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.899,60,118699,94029,74390,99237,0.034,0.008,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.981,61,120122,95046,75078,99790,0.032,0.006,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:37.986,62,121639,96143,75696,100248,0.031,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:38.063,63,123058,97202,76233,100642,0.032,0.006,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:38.063,64,124349,98190,76737,101034,0.032,0.004,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:38.074,65,125459,99070,76925,101125,0.031,0.007,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:38.153,66,124118,98400,75235,99694,0.031,0.006,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:38.153,67,117727,94131,72663,97853,0.032,0.007,-1.024,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48186
2023-03-03 13:12:38.231,68,112239,89725,71426,97152,0.032,0.006,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.231,69,111255,88585,71615,97364,0.032,0.007,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.310,70,112377,89165,72283,97918,0.033,0.004,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.310,71,113809,90028,72959,98482,0.033,0.001,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.389,72,115316,91010,73366,98665,0.032,0.003,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.405,73,116152,91629,73243,98392,0.031,0.005,-1.026,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.517,74,116145,91730,72885,97947,0.032,0.009,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.517,75,116191,91802,72913,97960,0.031,0.007,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.531,76,116974,92308,73408,98410,0.031,0.007,-1.026,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.641,77,118325,93203,74053,98927,0.032,0.007,-1.026,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.657,78,119927,94303,74714,99390,0.032,0.008,-1.026,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.673,79,121528,95436,75265,99733,0.031,0.006,-1.026,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.673,80,122915,96492,75656,100002,0.03,0.009,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON OBJECT,48187
2023-03-03 13:12:38.807,81,124097,97423,76006,100263,0.032,0.005,-1.026,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:38.815,82,124815,98042,75819,100002,0.031,0.008,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:38.815,83,121855,96267,73695,98341,0.031,0.006,-1.028,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:38.830,84,114685,90990,71257,96651,0.031,0.006,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:38.939,85,110409,87215,70331,96127,0.032,0.005,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:38.941,86,110021,86485,70473,96219,0.03,0.008,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:39.021,87,110980,86890,70815,96419,0.03,0.007,-1.026,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:39.039,88,112094,87515,71212,96698,0.031,0.008,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:39.039,89,113344,88326,71664,97022,0.031,0.006,-1.027,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:39.131,90,114074,88838,71832,97160,0.031,0.01,-1.024,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:39.131,91,114185,88919,71789,97103,0.032,0.008,-1.026,0,59,0,1167,25,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:39.210,92,114538,89123,71899,97155,0.031,0.008,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48187
2023-03-03 13:12:39.226,93,115593,89773,72349,97498,0.03,0.005,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.243,94,117112,90799,72947,97921,0.032,0.01,-1.024,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.352,95,118748,91978,73567,98366,0.032,0.01,-1.025,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.368,96,120347,93113,74109,98771,0.031,0.008,-1.024,0,59,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.368,97,121734,94132,74489,99003,0.032,0.01,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.402,98,122977,95078,74878,99306,0.03,0.006,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.526,99,124096,95949,75136,99425,0.032,0.01,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.526,100,123480,95657,74053,98550,0.03,0.01,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.541,101,117762,91553,71572,96744,0.031,0.01,-1.023,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.559,102,112043,86752,70025,95789,0.03,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.684,103,110645,85259,69966,95831,0.031,0.008,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.684,104,111513,85614,70408,96138,0.032,0.011,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.708,105,112735,86333,70875,96469,0.031,0.009,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.719,106,114061,87238,71396,96866,0.031,0.008,-1.026,0,60,0,653.9,25,REST,0,0,0,0,0,0,0,0,ADJUSTING,ON SKIN,48188
2023-03-03 13:12:39.810,107,115255,88088,71850,97252,0.03,0.004,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:39.810,108,115762,88503,71923,97288,0.03,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:39.844,109,116063,88770,71959,97260,0.031,0.011,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:39.967,110,116899,89369,72341,97556,0.03,0.008,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:39.967,111,118289,90356,72969,98051,0.032,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:39.983,112,119935,91580,73640,98539,0.03,0.007,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.016,113,121620,92841,74317,99051,0.031,0.009,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.031,114,123227,94041,74972,99591,0.031,0.006,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.156,115,124645,95132,75438,99933,0.03,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.156,116,125882,96130,75866,100250,0.032,0.005,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.172,117,127053,97067,76265,100532,0.031,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.204,118,126696,96981,75232,99669,0.029,0.007,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.298,119,121139,93171,72711,97850,0.03,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.298,120,114970,88249,71064,96832,0.031,0.005,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.314,121,113310,86686,70947,96817,0.03,0.006,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.395,122,114205,87161,71397,97077,0.03,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.409,123,115458,87998,71872,97417,0.031,0.007,-1.027,0,60,0,674.1,50,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.503,124,116742,88930,72431,97833,0.031,0.008,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.522,125,117713,89707,72714,98037,0.031,0.006,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.534,126,117860,89920,72597,97899,0.029,0.007,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.566,127,117841,89957,72558,97825,0.03,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.692,128,118445,90412,72846,98012,0.029,0.007,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.692,129,119674,91312,73395,98414,0.031,0.005,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.707,130,121212,92465,74025,98867,0.032,0.008,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.723,131,122724,93642,74558,99208,0.029,0.008,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.849,132,124036,94696,74919,99419,0.031,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.849,133,125087,95554,75152,99518,0.03,0.009,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.868,134,126034,96340,75387,99620,0.031,0.008,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.896,135,126646,96896,75274,99440,0.029,0.009,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.963,136,123738,95073,73395,97975,0.029,0.01,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.963,137,116624,89765,70994,96283,0.03,0.01,-1.028,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.024,138,112444,86311,70058,95697,0.03,0.01,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.087,139,112254,85962,70313,95875,0.029,0.009,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.087,140,113419,86743,70803,96161,0.029,0.011,-1.026,0,60,0,668,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.153,141,114614,87605,71251,96451,0.031,0.011,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.154,142,115821,88525,71680,96754,0.029,0.009,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.213,143,116330,89009,71782,96812,0.031,0.009,-1.03,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.260,144,116216,89028,71674,96699,0.029,0.01,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.322,145,116438,89265,71780,96701,0.031,0.014,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.322,146,117400,90002,72227,97023,0.029,0.011,-1.028,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.387,147,118906,91140,72898,97527,0.03,0.014,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.402,148,120567,92431,73592,98057,0.029,0.01,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.451,149,122176,93698,74179,98464,0.03,0.01,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.519,150,123574,94816,74650,98814,0.029,0.012,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
